Timestamp,Temperature,Humidity
19:27:53 | 6-5-2024,24.90,48.24
19:28:53 | 6-5-2024,24.83,48.32
19:29:53 | 6-5-2024,24.75,48.54
19:30:53 | 6-5-2024,24.69,48.82
19:31:53 | 6-5-2024,24.62,49.05
19:32:53 | 6-5-2024,24.59,49.13
19:33:53 | 6-5-2024,24.52,49.25
19:34:53 | 6-5-2024,24.52,49.28
19:35:53 | 6-5-2024,24.53,49.33
19:36:53 | 6-5-2024,24.45,49.64
19:37:53 | 6-5-2024,24.41,49.52
19:38:53 | 6-5-2024,24.67,49.79
19:39:53 | 6-5-2024,24.72,49.17
19:40:53 | 6-5-2024,24.81,48.80
19:41:53 | 6-5-2024,24.82,48.85
19:42:53 | 6-5-2024,24.83,48.32
19:43:53 | 6-5-2024,24.82,48.11
19:44:53 | 6-5-2024,24.86,48.31
19:45:53 | 6-5-2024,24.86,48.19
19:46:53 | 6-5-2024,24.87,48.28
19:47:53 | 6-5-2024,24.89,48.00
19:48:53 | 6-5-2024,24.87,48.05
19:49:53 | 6-5-2024,24.90,48.51
19:50:53 | 6-5-2024,25.23,48.78
19:51:53 | 6-5-2024,25.19,47.38
19:52:53 | 6-5-2024,25.08,47.45
19:53:53 | 6-5-2024,24.94,47.80
19:54:53 | 6-5-2024,24.90,47.96
19:55:53 | 6-5-2024,24.84,48.05
19:56:53 | 6-5-2024,24.78,48.14
19:57:53 | 6-5-2024,24.69,48.42
19:58:53 | 6-5-2024,24.70,48.47
19:59:53 | 6-5-2024,24.72,48.65
20:0:53 | 6-5-2024,24.79,48.65
20:1:53 | 6-5-2024,24.81,48.30
20:2:53 | 6-5-2024,24.81,48.39
20:3:53 | 6-5-2024,24.82,48.39
20:4:53 | 6-5-2024,24.87,48.58
20:5:53 | 6-5-2024,24.93,48.41
20:6:53 | 6-5-2024,24.95,48.32
20:7:53 | 6-5-2024,25.01,48.17
20:8:53 | 6-5-2024,25.01,48.07
20:9:53 | 6-5-2024,25.03,47.91
20:10:53 | 6-5-2024,25.03,48.02
20:11:53 | 6-5-2024,24.99,48.25
20:12:53 | 6-5-2024,24.90,48.69
20:13:53 | 6-5-2024,24.86,48.53
20:14:53 | 6-5-2024,24.76,48.71
20:15:53 | 6-5-2024,24.67,48.72
20:16:53 | 6-5-2024,24.52,49.26
20:17:53 | 6-5-2024,24.48,49.76
20:18:53 | 6-5-2024,24.38,49.89
20:19:53 | 6-5-2024,24.40,50.05
20:20:53 | 6-5-2024,24.39,50.39
20:21:53 | 6-5-2024,24.35,50.27
20:22:53 | 6-5-2024,24.38,50.12
20:23:53 | 6-5-2024,24.33,50.44
20:24:53 | 6-5-2024,24.36,50.48
20:25:53 | 6-5-2024,24.28,50.56
20:26:53 | 6-5-2024,24.27,50.40
20:27:53 | 6-5-2024,24.26,50.47
20:28:53 | 6-5-2024,24.23,50.36
20:29:53 | 6-5-2024,24.27,50.21
20:30:53 | 6-5-2024,24.23,50.42
20:31:53 | 6-5-2024,24.25,50.22
20:32:53 | 6-5-2024,24.24,50.31
20:33:53 | 6-5-2024,25.24,49.61
20:34:53 | 6-5-2024,25.92,47.33
20:35:53 | 6-5-2024,26.28,46.20
20:36:53 | 6-5-2024,26.31,45.60
20:37:53 | 6-5-2024,26.78,45.30
20:38:53 | 6-5-2024,26.67,44.65
20:39:53 | 6-5-2024,26.66,44.42
20:40:53 | 6-5-2024,26.97,44.47
20:41:53 | 6-5-2024,27.35,43.85
20:42:53 | 6-5-2024,27.54,42.97
20:43:53 | 6-5-2024,27.75,42.60
20:44:53 | 6-5-2024,27.84,42.09
20:45:53 | 6-5-2024,27.67,41.94
20:46:53 | 6-5-2024,27.58,41.89
20:47:53 | 6-5-2024,27.23,42.38
20:48:53 | 6-5-2024,26.98,43.41
20:49:53 | 6-5-2024,26.73,43.59
20:50:53 | 6-5-2024,26.57,44.26
20:51:53 | 6-5-2024,26.48,44.24
20:52:53 | 6-5-2024,26.24,44.93
20:53:53 | 6-5-2024,26.12,45.91
20:54:53 | 6-5-2024,25.92,45.75
20:55:53 | 6-5-2024,25.77,46.10
20:56:53 | 6-5-2024,25.58,46.67
20:57:53 | 6-5-2024,25.47,46.93
20:58:53 | 6-5-2024,25.28,47.14
20:59:53 | 6-5-2024,25.09,47.67
21:0:53 | 6-5-2024,25.00,47.90
21:1:53 | 6-5-2024,24.94,48.21
21:2:53 | 6-5-2024,24.86,48.61
21:3:53 | 6-5-2024,24.80,48.55
21:4:53 | 6-5-2024,24.72,48.79
21:5:53 | 6-5-2024,24.64,49.01
21:6:53 | 6-5-2024,24.54,49.41
21:7:53 | 6-5-2024,24.60,49.40
21:8:53 | 6-5-2024,24.62,49.44
21:9:53 | 6-5-2024,24.59,49.53
21:10:53 | 6-5-2024,24.51,49.18
21:11:53 | 6-5-2024,24.55,49.44
21:12:53 | 6-5-2024,24.48,49.59
21:13:53 | 6-5-2024,24.46,49.80
21:14:53 | 6-5-2024,24.45,50.08
21:15:53 | 6-5-2024,24.46,49.93
21:16:53 | 6-5-2024,24.47,49.88
21:17:53 | 6-5-2024,24.48,50.12
21:18:53 | 6-5-2024,24.46,50.12
21:19:53 | 6-5-2024,24.48,50.22
21:20:53 | 6-5-2024,24.42,50.14
21:21:53 | 6-5-2024,24.36,50.26
21:22:53 | 6-5-2024,24.31,50.51
21:23:53 | 6-5-2024,24.18,50.63
21:24:53 | 6-5-2024,24.23,50.55
21:25:53 | 6-5-2024,24.22,50.65
21:26:53 | 6-5-2024,24.19,51.01
21:27:53 | 6-5-2024,24.16,51.04
21:28:53 | 6-5-2024,24.18,51.10
21:29:53 | 6-5-2024,24.19,50.88
21:30:53 | 6-5-2024,24.22,50.64
21:31:53 | 6-5-2024,24.11,50.98
21:32:53 | 6-5-2024,24.12,51.04
21:33:53 | 6-5-2024,24.12,50.96
21:34:53 | 6-5-2024,24.17,50.78
21:35:53 | 6-5-2024,24.06,50.95
21:36:53 | 6-5-2024,24.11,50.96
21:37:53 | 6-5-2024,24.05,51.14
21:38:53 | 6-5-2024,24.05,51.21
21:39:53 | 6-5-2024,24.03,51.14
21:40:53 | 6-5-2024,24.03,51.18
21:41:53 | 6-5-2024,23.99,51.35
21:42:53 | 6-5-2024,24.02,51.16
21:43:53 | 6-5-2024,24.01,51.23
21:44:53 | 6-5-2024,23.93,51.50
21:45:53 | 6-5-2024,23.92,51.63
21:46:53 | 6-5-2024,23.87,51.64
21:47:53 | 6-5-2024,23.88,51.73
21:48:53 | 6-5-2024,23.86,51.76
21:49:53 | 6-5-2024,23.84,51.74
21:50:53 | 6-5-2024,23.82,51.91
21:51:53 | 6-5-2024,23.89,51.71
21:52:53 | 6-5-2024,23.94,51.71
21:53:53 | 6-5-2024,23.98,51.65
21:54:53 | 6-5-2024,23.95,51.67
21:55:53 | 6-5-2024,23.94,51.68
21:56:53 | 6-5-2024,23.93,51.59
21:57:53 | 6-5-2024,23.94,51.63
21:58:53 | 6-5-2024,23.94,51.68
21:59:53 | 6-5-2024,23.89,51.78
22:0:53 | 6-5-2024,23.90,51.83
22:1:53 | 6-5-2024,23.86,51.94
22:2:53 | 6-5-2024,23.89,51.90
22:3:53 | 6-5-2024,23.86,51.99
22:4:53 | 6-5-2024,23.88,51.97
22:5:53 | 6-5-2024,23.80,52.12
22:6:53 | 6-5-2024,23.86,51.96
22:7:53 | 6-5-2024,23.88,51.96
22:8:53 | 6-5-2024,23.93,51.81
22:9:53 | 6-5-2024,23.89,51.80
22:10:53 | 6-5-2024,23.90,51.79
22:11:53 | 6-5-2024,23.90,51.86
22:12:53 | 6-5-2024,23.91,51.80
22:13:53 | 6-5-2024,23.91,51.91
22:14:53 | 6-5-2024,23.78,52.27
22:15:53 | 6-5-2024,23.76,52.36
22:16:53 | 6-5-2024,23.84,52.29
22:17:53 | 6-5-2024,23.85,52.19
22:18:53 | 6-5-2024,23.82,52.19
22:19:53 | 6-5-2024,23.83,52.13
22:20:53 | 6-5-2024,23.85,52.05
22:21:53 | 6-5-2024,23.86,52.00
22:22:53 | 6-5-2024,23.89,51.83
22:23:53 | 6-5-2024,23.86,51.82
22:24:53 | 6-5-2024,23.91,51.62
22:25:53 | 6-5-2024,23.96,51.12
22:26:53 | 6-5-2024,23.93,51.26
22:27:53 | 6-5-2024,23.95,51.00
22:28:53 | 6-5-2024,23.90,51.13
22:29:53 | 6-5-2024,23.88,51.10
22:30:53 | 6-5-2024,23.83,50.97
22:31:53 | 6-5-2024,24.03,50.14
22:32:53 | 6-5-2024,23.97,50.03
22:33:53 | 6-5-2024,24.07,50.03
22:34:53 | 6-5-2024,24.26,49.68
22:35:53 | 6-5-2024,24.40,49.41
22:36:53 | 6-5-2024,24.66,48.97
22:37:53 | 6-5-2024,24.61,48.50
22:38:53 | 6-5-2024,24.69,48.34
22:39:53 | 6-5-2024,24.63,48.21
22:40:53 | 6-5-2024,24.74,48.15
22:41:53 | 6-5-2024,24.72,47.92
22:42:53 | 6-5-2024,24.75,47.99
22:43:53 | 6-5-2024,24.71,49.63
22:44:53 | 6-5-2024,24.82,47.63
22:45:53 | 6-5-2024,24.82,47.52
22:46:53 | 6-5-2024,24.85,47.63
22:47:53 | 6-5-2024,24.85,47.48
22:48:53 | 6-5-2024,24.85,47.42
22:49:53 | 6-5-2024,24.80,47.51
22:50:53 | 6-5-2024,24.77,47.47
22:51:53 | 6-5-2024,24.80,nan
22:52:53 | 6-5-2024,24.79,47.65
22:53:53 | 6-5-2024,24.81,47.87
22:54:53 | 6-5-2024,24.81,47.58
22:55:53 | 6-5-2024,24.80,47.76
22:56:53 | 6-5-2024,24.80,47.84
22:57:53 | 6-5-2024,24.79,47.96
22:58:53 | 6-5-2024,24.86,47.90
22:59:53 | 6-5-2024,24.82,47.97
23:0:53 | 6-5-2024,24.82,48.09
23:1:53 | 6-5-2024,24.78,48.16
23:2:53 | 6-5-2024,24.90,48.21
23:3:53 | 6-5-2024,24.88,48.10
23:4:53 | 6-5-2024,24.91,48.06
23:5:53 | 6-5-2024,24.90,48.05
23:6:53 | 6-5-2024,24.93,48.03
23:7:53 | 6-5-2024,24.97,48.07
23:8:53 | 6-5-2024,25.23,47.37
23:9:53 | 6-5-2024,25.13,47.35
23:10:53 | 6-5-2024,25.09,47.27
23:11:53 | 6-5-2024,25.16,47.12
23:12:53 | 6-5-2024,25.13,47.29
23:13:53 | 6-5-2024,25.15,47.01
23:14:53 | 6-5-2024,25.18,47.17
23:15:53 | 6-5-2024,25.09,47.15
23:16:53 | 6-5-2024,25.08,47.17
23:17:53 | 6-5-2024,25.02,47.33
23:18:53 | 6-5-2024,25.12,47.25
23:19:53 | 6-5-2024,25.25,46.96
23:20:53 | 6-5-2024,25.13,47.03
23:21:53 | 6-5-2024,25.31,46.89
23:22:53 | 6-5-2024,25.16,46.92
23:23:53 | 6-5-2024,25.13,46.99
23:24:53 | 6-5-2024,25.23,46.96
23:25:53 | 6-5-2024,25.24,46.74
23:26:53 | 6-5-2024,25.16,46.72
23:27:53 | 6-5-2024,25.08,46.96
23:28:53 | 6-5-2024,25.14,46.70
23:29:53 | 6-5-2024,25.22,46.74
23:30:53 | 6-5-2024,25.18,46.62
23:31:53 | 6-5-2024,25.20,46.85
23:32:53 | 6-5-2024,25.17,46.84
23:33:53 | 6-5-2024,25.12,46.67
23:34:53 | 6-5-2024,25.03,46.88
23:35:53 | 6-5-2024,25.00,46.90
23:36:53 | 6-5-2024,24.95,47.01
23:37:53 | 6-5-2024,24.90,47.18
23:38:53 | 6-5-2024,24.84,47.25
23:39:53 | 6-5-2024,24.96,47.20
23:40:53 | 6-5-2024,25.08,46.97
23:41:53 | 6-5-2024,25.27,46.62
23:42:53 | 6-5-2024,25.32,46.32
23:43:53 | 6-5-2024,25.40,46.19
23:44:53 | 6-5-2024,25.40,46.15
23:45:53 | 6-5-2024,25.43,46.11
23:46:53 | 6-5-2024,25.45,45.94
23:47:53 | 6-5-2024,25.49,46.27
23:48:53 | 6-5-2024,25.56,45.79
23:49:53 | 6-5-2024,25.60,45.71
23:50:53 | 6-5-2024,25.69,45.67
23:51:53 | 6-5-2024,25.74,45.56
23:52:53 | 6-5-2024,25.72,45.42
23:53:53 | 6-5-2024,25.79,45.50
23:54:53 | 6-5-2024,25.90,45.25
23:55:53 | 6-5-2024,25.72,45.41
23:56:53 | 6-5-2024,25.58,45.79
23:57:53 | 6-5-2024,25.48,45.98
23:58:53 | 6-5-2024,25.33,46.44
23:59:53 | 6-5-2024,25.27,46.73
0:0:53 | 7-5-2024,25.17,46.97
0:1:53 | 7-5-2024,25.14,46.99
0:2:53 | 7-5-2024,25.06,47.34
0:3:53 | 7-5-2024,24.93,47.47
0:4:53 | 7-5-2024,24.90,47.66
0:5:53 | 7-5-2024,24.86,47.84
0:6:53 | 7-5-2024,24.79,48.12
0:7:53 | 7-5-2024,24.75,48.08
0:8:53 | 7-5-2024,24.70,48.42
0:9:53 | 7-5-2024,24.72,48.27
0:10:53 | 7-5-2024,24.70,48.32
0:11:53 | 7-5-2024,24.71,48.41
0:12:53 | 7-5-2024,24.66,48.49
0:13:53 | 7-5-2024,24.58,48.61
0:14:53 | 7-5-2024,24.53,48.68
0:15:53 | 7-5-2024,24.56,48.63
0:16:53 | 7-5-2024,24.50,48.83
0:17:53 | 7-5-2024,24.43,49.05
0:18:53 | 7-5-2024,24.45,48.86
0:19:53 | 7-5-2024,24.43,49.03
0:20:53 | 7-5-2024,24.46,49.03
0:21:53 | 7-5-2024,24.46,48.82
0:22:53 | 7-5-2024,24.43,48.96
0:23:53 | 7-5-2024,24.42,49.05
0:24:53 | 7-5-2024,24.39,49.17
0:25:53 | 7-5-2024,24.41,49.26
0:26:53 | 7-5-2024,24.37,49.29
0:27:53 | 7-5-2024,24.35,49.32
0:28:53 | 7-5-2024,24.30,49.57
0:29:53 | 7-5-2024,24.28,49.61
0:30:53 | 7-5-2024,24.25,49.70
0:31:53 | 7-5-2024,24.23,49.64
0:32:53 | 7-5-2024,24.20,49.76
0:33:53 | 7-5-2024,24.21,49.70
0:34:53 | 7-5-2024,24.17,49.80
0:35:53 | 7-5-2024,24.21,49.80
0:36:53 | 7-5-2024,24.19,49.78
0:37:53 | 7-5-2024,24.20,49.84
0:38:53 | 7-5-2024,24.20,49.82
0:39:53 | 7-5-2024,24.20,49.72
0:40:53 | 7-5-2024,24.14,49.93
0:41:53 | 7-5-2024,24.13,49.91
0:42:53 | 7-5-2024,24.13,50.01
0:43:53 | 7-5-2024,24.18,50.07
0:44:53 | 7-5-2024,24.13,50.11
0:45:53 | 7-5-2024,24.07,50.31
0:46:53 | 7-5-2024,24.04,50.40
0:47:53 | 7-5-2024,24.03,50.55
0:48:53 | 7-5-2024,24.03,50.51
0:49:53 | 7-5-2024,24.09,50.38
0:50:53 | 7-5-2024,24.09,50.35
0:51:53 | 7-5-2024,24.00,50.59
0:52:53 | 7-5-2024,24.00,50.64
0:53:53 | 7-5-2024,24.01,50.58
0:54:53 | 7-5-2024,23.99,50.66
0:55:53 | 7-5-2024,23.99,50.63
0:56:53 | 7-5-2024,24.00,50.58
0:57:53 | 7-5-2024,23.99,50.66
0:58:53 | 7-5-2024,23.99,50.66
0:59:53 | 7-5-2024,23.96,50.77
1:0:53 | 7-5-2024,23.94,50.89
1:1:53 | 7-5-2024,23.94,50.85
1:2:53 | 7-5-2024,23.99,50.72
1:3:53 | 7-5-2024,23.92,50.89
1:4:53 | 7-5-2024,23.95,50.82
1:5:53 | 7-5-2024,23.93,50.84
1:6:53 | 7-5-2024,23.96,50.77
1:7:53 | 7-5-2024,23.93,50.85
1:8:53 | 7-5-2024,23.91,50.83
1:9:53 | 7-5-2024,23.93,50.83
1:10:53 | 7-5-2024,23.95,50.81
1:11:53 | 7-5-2024,23.92,50.91
1:12:53 | 7-5-2024,23.90,50.92
1:13:53 | 7-5-2024,23.91,50.94
1:14:53 | 7-5-2024,23.92,50.88
1:15:53 | 7-5-2024,23.92,50.91
1:16:53 | 7-5-2024,23.93,50.96
1:17:53 | 7-5-2024,23.88,51.06
1:18:53 | 7-5-2024,23.88,51.04
1:19:53 | 7-5-2024,23.95,50.93
1:20:53 | 7-5-2024,23.94,50.98
1:21:53 | 7-5-2024,23.85,51.07
1:22:53 | 7-5-2024,23.90,51.12
1:23:53 | 7-5-2024,23.92,51.04
1:24:53 | 7-5-2024,23.85,51.23
1:25:53 | 7-5-2024,23.81,51.44
1:26:53 | 7-5-2024,23.79,51.59
1:27:53 | 7-5-2024,23.80,51.67
1:28:53 | 7-5-2024,23.74,51.89
1:29:53 | 7-5-2024,23.82,51.84
1:30:53 | 7-5-2024,23.81,51.87
1:31:53 | 7-5-2024,23.78,52.00
1:32:53 | 7-5-2024,23.83,52.04
1:33:53 | 7-5-2024,23.86,52.25
1:34:53 | 7-5-2024,23.87,52.28
1:35:53 | 7-5-2024,23.77,52.63
1:36:53 | 7-5-2024,23.77,52.84
1:37:53 | 7-5-2024,23.74,53.01
1:38:53 | 7-5-2024,23.80,52.98
1:39:53 | 7-5-2024,23.65,53.26
1:40:53 | 7-5-2024,23.53,53.68
1:41:53 | 7-5-2024,23.46,54.07
1:42:53 | 7-5-2024,23.46,54.22
1:43:53 | 7-5-2024,23.39,54.50
1:44:53 | 7-5-2024,23.29,54.75
1:45:53 | 7-5-2024,23.21,54.90
1:46:53 | 7-5-2024,23.31,55.08
1:47:53 | 7-5-2024,23.34,54.79
1:48:53 | 7-5-2024,23.45,54.44
1:49:53 | 7-5-2024,23.48,54.36
1:50:53 | 7-5-2024,23.43,54.56
1:51:53 | 7-5-2024,23.46,54.49
1:52:53 | 7-5-2024,23.43,54.60
1:53:53 | 7-5-2024,23.39,54.80
1:54:53 | 7-5-2024,23.37,54.85
1:55:53 | 7-5-2024,23.46,54.65
1:56:53 | 7-5-2024,23.45,54.78
1:57:53 | 7-5-2024,23.46,54.66
1:58:53 | 7-5-2024,23.46,54.73
1:59:53 | 7-5-2024,23.48,54.67
2:0:53 | 7-5-2024,23.47,54.64
2:1:53 | 7-5-2024,23.42,54.73
2:2:53 | 7-5-2024,23.45,54.66
2:3:53 | 7-5-2024,23.39,54.73
2:4:53 | 7-5-2024,23.42,54.75
2:5:53 | 7-5-2024,23.45,54.64
2:6:53 | 7-5-2024,23.40,54.77
2:7:53 | 7-5-2024,23.46,54.55
2:8:53 | 7-5-2024,23.50,54.55
2:9:53 | 7-5-2024,23.48,54.51
2:10:53 | 7-5-2024,23.49,54.56
2:11:53 | 7-5-2024,23.42,54.83
2:12:53 | 7-5-2024,23.44,54.77
2:13:53 | 7-5-2024,23.39,55.04
2:14:53 | 7-5-2024,23.39,55.19
2:15:53 | 7-5-2024,23.37,55.34
2:16:53 | 7-5-2024,23.35,55.14
2:17:53 | 7-5-2024,23.35,55.37
2:18:53 | 7-5-2024,23.37,55.37
2:19:53 | 7-5-2024,23.30,55.49
2:20:53 | 7-5-2024,23.33,55.55
2:21:53 | 7-5-2024,23.37,55.46
2:22:53 | 7-5-2024,23.38,55.43
2:23:53 | 7-5-2024,23.37,55.46
2:24:53 | 7-5-2024,23.37,55.60
2:25:53 | 7-5-2024,23.37,55.50
2:26:53 | 7-5-2024,23.37,55.54
2:27:53 | 7-5-2024,23.39,55.60
2:28:53 | 7-5-2024,23.35,55.65
2:29:53 | 7-5-2024,23.33,55.58
2:30:53 | 7-5-2024,23.36,55.62
2:31:53 | 7-5-2024,23.38,55.46
2:32:53 | 7-5-2024,23.37,55.51
2:33:53 | 7-5-2024,23.33,55.54
2:34:53 | 7-5-2024,23.32,55.68
2:35:53 | 7-5-2024,23.37,55.56
2:36:53 | 7-5-2024,23.32,55.75
2:37:53 | 7-5-2024,23.34,55.69
2:38:53 | 7-5-2024,23.34,55.56
2:39:53 | 7-5-2024,23.37,55.48
2:40:53 | 7-5-2024,23.40,55.42
2:41:53 | 7-5-2024,23.39,55.44
2:42:53 | 7-5-2024,23.38,55.47
2:43:53 | 7-5-2024,23.38,55.49
2:44:53 | 7-5-2024,23.36,55.58
2:45:53 | 7-5-2024,23.31,55.73
2:46:53 | 7-5-2024,23.28,55.70
2:47:53 | 7-5-2024,23.35,55.80
2:48:53 | 7-5-2024,23.34,55.76
2:49:53 | 7-5-2024,23.38,55.43
2:50:53 | 7-5-2024,23.35,55.60
2:51:53 | 7-5-2024,23.31,55.73
2:52:53 | 7-5-2024,23.33,55.57
2:53:53 | 7-5-2024,23.35,55.40
2:54:53 | 7-5-2024,23.30,55.66
2:55:53 | 7-5-2024,23.27,55.80
2:56:53 | 7-5-2024,23.20,55.99
2:57:53 | 7-5-2024,23.17,55.94
2:58:53 | 7-5-2024,23.25,55.86
2:59:53 | 7-5-2024,23.22,55.95
3:0:53 | 7-5-2024,23.22,55.88
3:1:53 | 7-5-2024,23.26,55.77
3:2:53 | 7-5-2024,23.23,55.59
3:3:53 | 7-5-2024,23.21,55.77
3:4:53 | 7-5-2024,23.18,55.92
3:5:53 | 7-5-2024,23.16,56.08
3:6:53 | 7-5-2024,23.20,55.67
3:7:53 | 7-5-2024,23.19,56.05
3:8:53 | 7-5-2024,23.20,55.84
3:9:53 | 7-5-2024,23.08,56.10
3:10:53 | 7-5-2024,23.11,56.05
3:11:53 | 7-5-2024,23.14,56.04
3:12:53 | 7-5-2024,23.13,55.79
3:13:53 | 7-5-2024,23.18,55.89
3:14:53 | 7-5-2024,23.12,55.95
3:15:53 | 7-5-2024,23.13,56.02
3:16:53 | 7-5-2024,23.07,55.81
3:17:53 | 7-5-2024,23.13,55.84
3:18:53 | 7-5-2024,23.13,55.66
3:19:53 | 7-5-2024,23.16,55.65
3:20:53 | 7-5-2024,23.22,55.26
3:21:53 | 7-5-2024,23.26,55.58
3:22:53 | 7-5-2024,23.22,55.30
3:23:53 | 7-5-2024,23.19,55.20
3:24:53 | 7-5-2024,23.18,55.29
3:25:53 | 7-5-2024,23.22,55.23
3:26:53 | 7-5-2024,23.24,55.17
3:27:53 | 7-5-2024,23.30,55.05
3:28:53 | 7-5-2024,23.28,54.97
3:29:53 | 7-5-2024,23.26,54.90
3:30:53 | 7-5-2024,23.18,55.32
3:31:53 | 7-5-2024,23.18,55.41
3:32:53 | 7-5-2024,23.17,55.18
3:33:53 | 7-5-2024,23.21,54.86
3:34:53 | 7-5-2024,23.21,55.02
3:35:53 | 7-5-2024,23.22,55.08
3:36:53 | 7-5-2024,23.17,55.00
3:37:53 | 7-5-2024,23.14,55.49
3:38:53 | 7-5-2024,23.18,55.23
3:39:53 | 7-5-2024,23.18,55.26
3:40:53 | 7-5-2024,23.14,55.06
3:41:53 | 7-5-2024,23.10,55.17
3:42:53 | 7-5-2024,23.10,55.01
3:43:53 | 7-5-2024,23.14,55.20
3:44:53 | 7-5-2024,23.13,55.12
3:45:53 | 7-5-2024,23.14,55.33
3:46:53 | 7-5-2024,23.09,55.51
3:47:53 | 7-5-2024,23.02,55.66
3:48:53 | 7-5-2024,23.04,55.68
3:49:53 | 7-5-2024,23.08,55.87
3:50:53 | 7-5-2024,23.11,55.64
3:51:53 | 7-5-2024,23.12,55.90
3:52:53 | 7-5-2024,23.09,55.80
3:53:53 | 7-5-2024,23.04,55.92
3:54:53 | 7-5-2024,23.04,55.87
3:55:53 | 7-5-2024,23.05,56.07
3:56:53 | 7-5-2024,22.99,56.32
3:57:53 | 7-5-2024,23.04,56.28
3:58:53 | 7-5-2024,23.06,56.29
3:59:53 | 7-5-2024,23.05,56.28
4:0:53 | 7-5-2024,23.03,56.23
4:1:53 | 7-5-2024,23.01,56.48
4:2:53 | 7-5-2024,22.98,56.61
4:3:53 | 7-5-2024,23.03,56.58
4:4:53 | 7-5-2024,23.05,56.54
4:5:53 | 7-5-2024,23.08,56.62
4:6:53 | 7-5-2024,23.02,56.93
4:7:53 | 7-5-2024,23.00,56.98
4:8:53 | 7-5-2024,23.01,57.07
4:9:53 | 7-5-2024,23.06,56.97
4:10:53 | 7-5-2024,23.02,56.96
4:11:53 | 7-5-2024,23.00,57.17
4:12:53 | 7-5-2024,23.01,57.07
4:13:53 | 7-5-2024,23.00,57.24
4:14:53 | 7-5-2024,22.98,57.41
4:15:53 | 7-5-2024,22.97,57.59
4:16:53 | 7-5-2024,23.01,57.47
4:17:53 | 7-5-2024,22.99,57.41
4:18:53 | 7-5-2024,23.02,57.47
4:19:53 | 7-5-2024,22.98,57.66
4:20:53 | 7-5-2024,22.98,57.73
4:21:53 | 7-5-2024,23.02,57.45
4:22:53 | 7-5-2024,23.01,57.54
4:23:53 | 7-5-2024,23.01,57.60
4:24:53 | 7-5-2024,23.00,57.75
4:25:53 | 7-5-2024,22.96,57.88
4:26:53 | 7-5-2024,22.94,57.98
4:27:53 | 7-5-2024,22.95,58.05
4:28:53 | 7-5-2024,22.90,58.16
4:29:53 | 7-5-2024,22.97,58.07
4:30:53 | 7-5-2024,22.93,58.31
4:31:53 | 7-5-2024,22.93,58.45
4:32:53 | 7-5-2024,22.95,58.51
4:33:53 | 7-5-2024,22.91,58.73
4:34:53 | 7-5-2024,22.95,58.74
4:35:53 | 7-5-2024,22.89,58.94
4:36:53 | 7-5-2024,22.91,59.01
4:37:53 | 7-5-2024,22.97,58.89
4:38:53 | 7-5-2024,23.06,58.78
4:39:53 | 7-5-2024,23.08,58.66
4:40:53 | 7-5-2024,23.12,58.61
4:41:53 | 7-5-2024,23.13,58.61
4:42:53 | 7-5-2024,23.12,58.65
4:43:53 | 7-5-2024,23.16,58.57
4:44:53 | 7-5-2024,23.10,58.69
4:45:53 | 7-5-2024,23.06,58.79
4:46:53 | 7-5-2024,23.08,58.79
4:47:53 | 7-5-2024,23.08,58.93
4:48:53 | 7-5-2024,23.07,58.98
4:49:53 | 7-5-2024,23.03,58.98
4:50:53 | 7-5-2024,23.00,59.21
4:51:53 | 7-5-2024,22.98,59.28
4:52:53 | 7-5-2024,22.87,59.56
4:53:53 | 7-5-2024,22.84,59.80
4:54:53 | 7-5-2024,22.89,59.68
4:55:53 | 7-5-2024,22.88,59.75
4:56:53 | 7-5-2024,22.89,59.86
4:57:53 | 7-5-2024,22.89,59.96
4:58:53 | 7-5-2024,22.91,60.02
4:59:53 | 7-5-2024,22.87,60.20
5:0:53 | 7-5-2024,22.82,60.40
5:1:53 | 7-5-2024,22.86,60.52
5:2:53 | 7-5-2024,22.82,60.48
5:3:53 | 7-5-2024,22.83,60.54
5:4:53 | 7-5-2024,22.85,60.48
5:5:53 | 7-5-2024,22.81,60.54
5:6:53 | 7-5-2024,22.82,60.58
5:7:53 | 7-5-2024,22.84,60.44
5:8:53 | 7-5-2024,22.83,60.44
5:9:53 | 7-5-2024,22.81,60.51
5:10:53 | 7-5-2024,22.89,60.29
5:11:53 | 7-5-2024,22.87,60.35
5:12:53 | 7-5-2024,22.89,60.22
5:13:53 | 7-5-2024,22.87,60.24
5:14:53 | 7-5-2024,22.80,60.29
5:15:53 | 7-5-2024,22.88,60.22
5:16:53 | 7-5-2024,22.86,60.21
5:17:53 | 7-5-2024,22.85,60.25
5:18:53 | 7-5-2024,22.81,60.32
5:19:53 | 7-5-2024,22.84,60.42
5:20:53 | 7-5-2024,22.79,60.46
5:21:53 | 7-5-2024,22.82,60.33
5:22:53 | 7-5-2024,22.80,60.49
5:23:53 | 7-5-2024,22.78,60.51
5:24:53 | 7-5-2024,22.76,60.64
5:25:53 | 7-5-2024,22.78,60.54
5:26:53 | 7-5-2024,22.79,60.59
5:27:53 | 7-5-2024,22.73,60.74
5:28:53 | 7-5-2024,22.71,60.83
5:29:53 | 7-5-2024,22.72,60.70
5:30:53 | 7-5-2024,22.71,60.83
5:31:53 | 7-5-2024,22.75,60.58
5:32:53 | 7-5-2024,22.78,60.62
5:33:53 | 7-5-2024,22.71,60.74
5:34:53 | 7-5-2024,22.63,60.91
